,index,count,timeStamp,activity,time,perc
4633,6,2033.0,773,Work and Education,1970-01-01 13:53:00,30.08
4634,3,1003.0,773,Housework,1970-01-01 13:53:00,14.84
4635,11,885.0,773,Travel and Other,1970-01-01 13:53:00,13.1
4636,4,308.0,773,Child Care,1970-01-01 13:53:00,4.56
4637,5,106.0,773,Adult Care,1970-01-01 13:53:00,1.57
4638,10,2431.0,774,Leisure,1970-01-01 13:54:00,35.97
4639,6,2032.0,774,Work and Education,1970-01-01 13:54:00,30.07
4640,3,1000.0,774,Housework,1970-01-01 13:54:00,14.8
4641,11,877.0,774,Travel and Other,1970-01-01 13:54:00,12.98
4642,4,310.0,774,Child Care,1970-01-01 13:54:00,4.59
4643,5,108.0,774,Adult Care,1970-01-01 13:54:00,1.6
4644,10,2431.0,775,Leisure,1970-01-01 13:55:00,35.97
4645,6,2033.0,775,Work and Education,1970-01-01 13:55:00,30.08
4646,3,999.0,775,Housework,1970-01-01 13:55:00,14.78
4647,11,881.0,775,Travel and Other,1970-01-01 13:55:00,13.04
4648,4,309.0,775,Child Care,1970-01-01 13:55:00,4.57
4649,5,105.0,775,Adult Care,1970-01-01 13:55:00,1.55
4650,10,2470.0,776,Leisure,1970-01-01 13:56:00,36.55
4651,6,2036.0,776,Work and Education,1970-01-01 13:56:00,30.13
4652,3,990.0,776,Housework,1970-01-01 13:56:00,14.65
4653,11,849.0,776,Travel and Other,1970-01-01 13:56:00,12.56
4654,4,311.0,776,Child Care,1970-01-01 13:56:00,4.6
4655,5,102.0,776,Adult Care,1970-01-01 13:56:00,1.51
4656,10,2470.0,777,Leisure,1970-01-01 13:57:00,36.55
4657,6,2037.0,777,Work and Education,1970-01-01 13:57:00,30.14
4658,3,990.0,777,Housework,1970-01-01 13:57:00,14.65
4659,11,846.0,777,Travel and Other,1970-01-01 13:57:00,12.52
4660,4,312.0,777,Child Care,1970-01-01 13:57:00,4.62
4661,5,103.0,777,Adult Care,1970-01-01 13:57:00,1.52
4662,10,2462.0,778,Leisure,1970-01-01 13:58:00,36.43
4663,6,2039.0,778,Work and Education,1970-01-01 13:58:00,30.17
4664,3,996.0,778,Housework,1970-01-01 13:58:00,14.74
4665,11,846.0,778,Travel and Other,1970-01-01 13:58:00,12.52
4666,4,313.0,778,Child Care,1970-01-01 13:58:00,4.63
4667,5,102.0,778,Adult Care,1970-01-01 13:58:00,1.51
4668,10,2467.0,779,Leisure,1970-01-01 13:59:00,36.5
4669,6,2040.0,779,Work and Education,1970-01-01 13:59:00,30.19
4670,3,997.0,779,Housework,1970-01-01 13:59:00,14.75
4671,11,842.0,779,Travel and Other,1970-01-01 13:59:00,12.46
4672,4,311.0,779,Child Care,1970-01-01 13:59:00,4.6
4673,5,101.0,779,Adult Care,1970-01-01 13:59:00,1.49
4674,10,2464.0,780,Leisure,1970-01-01 14:00:00,36.46
4675,6,2041.0,780,Work and Education,1970-01-01 14:00:00,30.2
4676,3,996.0,780,Housework,1970-01-01 14:00:00,14.74
4677,11,843.0,780,Travel and Other,1970-01-01 14:00:00,12.47
4678,4,313.0,780,Child Care,1970-01-01 14:00:00,4.63
4679,5,101.0,780,Adult Care,1970-01-01 14:00:00,1.49
4680,10,2462.0,781,Leisure,1970-01-01 14:01:00,36.43
4681,6,1516.0,781,Work and Education,1970-01-01 14:01:00,22.43
4682,11,1288.0,781,Travel and Other,1970-01-01 14:01:00,19.06
4683,3,1093.0,781,Housework,1970-01-01 14:01:00,16.17
4684,4,300.0,781,Child Care,1970-01-01 14:01:00,4.44
4685,5,99.0,781,Adult Care,1970-01-01 14:01:00,1.46
4686,10,2462.0,782,Leisure,1970-01-01 14:02:00,36.43
4687,6,1516.0,782,Work and Education,1970-01-01 14:02:00,22.43
4688,11,1280.0,782,Travel and Other,1970-01-01 14:02:00,18.94
4689,3,1099.0,782,Housework,1970-01-01 14:02:00,16.26
4690,4,301.0,782,Child Care,1970-01-01 14:02:00,4.45
4691,5,100.0,782,Adult Care,1970-01-01 14:02:00,1.48
4692,10,2475.0,783,Leisure,1970-01-01 14:03:00,36.62
4693,6,1517.0,783,Work and Education,1970-01-01 14:03:00,22.45
4694,11,1266.0,783,Travel and Other,1970-01-01 14:03:00,18.73
4695,3,1098.0,783,Housework,1970-01-01 14:03:00,16.25
4696,4,302.0,783,Child Care,1970-01-01 14:03:00,4.47
4697,5,100.0,783,Adult Care,1970-01-01 14:03:00,1.48
4698,10,2479.0,784,Leisure,1970-01-01 14:04:00,36.68
4699,6,1517.0,784,Work and Education,1970-01-01 14:04:00,22.45
4700,11,1255.0,784,Travel and Other,1970-01-01 14:04:00,18.57
4701,3,1099.0,784,Housework,1970-01-01 14:04:00,16.26
4702,4,307.0,784,Child Care,1970-01-01 14:04:00,4.54
4703,5,101.0,784,Adult Care,1970-01-01 14:04:00,1.49
4704,10,2474.0,785,Leisure,1970-01-01 14:05:00,36.61
4705,6,1520.0,785,Work and Education,1970-01-01 14:05:00,22.49
4706,11,1254.0,785,Travel and Other,1970-01-01 14:05:00,18.56
4707,3,1103.0,785,Housework,1970-01-01 14:05:00,16.32
4708,4,307.0,785,Child Care,1970-01-01 14:05:00,4.54
4709,5,100.0,785,Adult Care,1970-01-01 14:05:00,1.48
4710,10,2523.0,786,Leisure,1970-01-01 14:06:00,37.33
4711,6,1516.0,786,Work and Education,1970-01-01 14:06:00,22.43
4712,11,1187.0,786,Travel and Other,1970-01-01 14:06:00,17.56
4713,3,1114.0,786,Housework,1970-01-01 14:06:00,16.48
4714,4,318.0,786,Child Care,1970-01-01 14:06:00,4.71
4715,5,100.0,786,Adult Care,1970-01-01 14:06:00,1.48
4716,10,2525.0,787,Leisure,1970-01-01 14:07:00,37.36
4717,6,1513.0,787,Work and Education,1970-01-01 14:07:00,22.39
4718,11,1194.0,787,Travel and Other,1970-01-01 14:07:00,17.67
4719,3,1112.0,787,Housework,1970-01-01 14:07:00,16.45
4720,4,313.0,787,Child Care,1970-01-01 14:07:00,4.63
4721,5,101.0,787,Adult Care,1970-01-01 14:07:00,1.49
4722,10,2542.0,788,Leisure,1970-01-01 14:08:00,37.61
4723,6,1512.0,788,Work and Education,1970-01-01 14:08:00,22.37
4724,11,1169.0,788,Travel and Other,1970-01-01 14:08:00,17.3
4725,3,1115.0,788,Housework,1970-01-01 14:08:00,16.5
4726,4,320.0,788,Child Care,1970-01-01 14:08:00,4.74
4727,5,100.0,788,Adult Care,1970-01-01 14:08:00,1.48
4728,10,2543.0,789,Leisure,1970-01-01 14:09:00,37.63
4729,6,1512.0,789,Work and Education,1970-01-01 14:09:00,22.37
4730,11,1164.0,789,Travel and Other,1970-01-01 14:09:00,17.22
4731,3,1117.0,789,Housework,1970-01-01 14:09:00,16.53
4732,4,323.0,789,Child Care,1970-01-01 14:09:00,4.78
4733,5,99.0,789,Adult Care,1970-01-01 14:09:00,1.46
4734,10,2544.0,790,Leisure,1970-01-01 14:10:00,37.64
4735,6,1511.0,790,Work and Education,1970-01-01 14:10:00,22.36
4736,11,1165.0,790,Travel and Other,1970-01-01 14:10:00,17.24
4737,3,1115.0,790,Housework,1970-01-01 14:10:00,16.5
4738,4,324.0,790,Child Care,1970-01-01 14:10:00,4.79
4739,5,99.0,790,Adult Care,1970-01-01 14:10:00,1.46
4740,10,2591.0,791,Leisure,1970-01-01 14:11:00,38.34
4741,6,1504.0,791,Work and Education,1970-01-01 14:11:00,22.26
4742,3,1126.0,791,Housework,1970-01-01 14:11:00,16.66
4743,11,1096.0,791,Travel and Other,1970-01-01 14:11:00,16.22
4744,4,334.0,791,Child Care,1970-01-01 14:11:00,4.94
4745,5,107.0,791,Adult Care,1970-01-01 14:11:00,1.58
4746,10,2604.0,792,Leisure,1970-01-01 14:12:00,38.53
4747,6,1504.0,792,Work and Education,1970-01-01 14:12:00,22.26
4748,3,1128.0,792,Housework,1970-01-01 14:12:00,16.69
4749,11,1088.0,792,Travel and Other,1970-01-01 14:12:00,16.1
4750,4,331.0,792,Child Care,1970-01-01 14:12:00,4.9
4751,5,103.0,792,Adult Care,1970-01-01 14:12:00,1.52
4752,10,2615.0,793,Leisure,1970-01-01 14:13:00,38.69
4753,6,1503.0,793,Work and Education,1970-01-01 14:13:00,22.24
4754,3,1123.0,793,Housework,1970-01-01 14:13:00,16.62
4755,11,1089.0,793,Travel and Other,1970-01-01 14:13:00,16.11
4756,4,325.0,793,Child Care,1970-01-01 14:13:00,4.81
4757,5,103.0,793,Adult Care,1970-01-01 14:13:00,1.52
4758,10,2618.0,794,Leisure,1970-01-01 14:14:00,38.74
4759,6,1503.0,794,Work and Education,1970-01-01 14:14:00,22.24
4760,3,1127.0,794,Housework,1970-01-01 14:14:00,16.68
4761,11,1081.0,794,Travel and Other,1970-01-01 14:14:00,16.0
4762,4,327.0,794,Child Care,1970-01-01 14:14:00,4.84
4763,5,102.0,794,Adult Care,1970-01-01 14:14:00,1.51
4764,10,2626.0,795,Leisure,1970-01-01 14:15:00,38.86
4765,6,1503.0,795,Work and Education,1970-01-01 14:15:00,22.24
4766,3,1126.0,795,Housework,1970-01-01 14:15:00,16.66
4767,11,1073.0,795,Travel and Other,1970-01-01 14:15:00,15.88
4768,4,328.0,795,Child Care,1970-01-01 14:15:00,4.85
4769,5,102.0,795,Adult Care,1970-01-01 14:15:00,1.51
4770,10,2674.0,796,Leisure,1970-01-01 14:16:00,39.57
4771,6,1438.0,796,Work and Education,1970-01-01 14:16:00,21.28
4772,3,1127.0,796,Housework,1970-01-01 14:16:00,16.68
4773,11,1094.0,796,Travel and Other,1970-01-01 14:16:00,16.19
4774,4,329.0,796,Child Care,1970-01-01 14:16:00,4.87
4775,5,96.0,796,Adult Care,1970-01-01 14:16:00,1.42
4776,10,2681.0,797,Leisure,1970-01-01 14:17:00,39.67
4777,6,1439.0,797,Work and Education,1970-01-01 14:17:00,21.29
4778,3,1128.0,797,Housework,1970-01-01 14:17:00,16.69
4779,11,1088.0,797,Travel and Other,1970-01-01 14:17:00,16.1
4780,4,330.0,797,Child Care,1970-01-01 14:17:00,4.88
4781,5,92.0,797,Adult Care,1970-01-01 14:17:00,1.36
4782,10,2703.0,798,Leisure,1970-01-01 14:18:00,40.0
4783,6,1439.0,798,Work and Education,1970-01-01 14:18:00,21.29
4784,3,1125.0,798,Housework,1970-01-01 14:18:00,16.65
4785,11,1072.0,798,Travel and Other,1970-01-01 14:18:00,15.86
4786,4,327.0,798,Child Care,1970-01-01 14:18:00,4.84
4787,5,92.0,798,Adult Care,1970-01-01 14:18:00,1.36
4788,10,2706.0,799,Leisure,1970-01-01 14:19:00,40.04
4789,6,1441.0,799,Work and Education,1970-01-01 14:19:00,21.32
4790,3,1123.0,799,Housework,1970-01-01 14:19:00,16.62
4791,11,1068.0,799,Travel and Other,1970-01-01 14:19:00,15.8
4792,4,328.0,799,Child Care,1970-01-01 14:19:00,4.85
4793,5,92.0,799,Adult Care,1970-01-01 14:19:00,1.36
4794,10,2707.0,800,Leisure,1970-01-01 14:20:00,40.06
4795,6,1441.0,800,Work and Education,1970-01-01 14:20:00,21.32
4796,3,1125.0,800,Housework,1970-01-01 14:20:00,16.65
4797,11,1064.0,800,Travel and Other,1970-01-01 14:20:00,15.74
4798,4,327.0,800,Child Care,1970-01-01 14:20:00,4.84
4799,5,94.0,800,Adult Care,1970-01-01 14:20:00,1.39
4800,10,2782.0,801,Leisure,1970-01-01 14:21:00,41.17
4801,6,1431.0,801,Work and Education,1970-01-01 14:21:00,21.17
4802,3,1107.0,801,Housework,1970-01-01 14:21:00,16.38
4803,11,1009.0,801,Travel and Other,1970-01-01 14:21:00,14.93
4804,4,332.0,801,Child Care,1970-01-01 14:21:00,4.91
4805,5,97.0,801,Adult Care,1970-01-01 14:21:00,1.44
4806,10,2787.0,802,Leisure,1970-01-01 14:22:00,41.24
4807,6,1435.0,802,Work and Education,1970-01-01 14:22:00,21.23
4808,3,1106.0,802,Housework,1970-01-01 14:22:00,16.37
4809,11,1000.0,802,Travel and Other,1970-01-01 14:22:00,14.8
4810,4,332.0,802,Child Care,1970-01-01 14:22:00,4.91
4811,5,98.0,802,Adult Care,1970-01-01 14:22:00,1.45
4812,10,2793.0,803,Leisure,1970-01-01 14:23:00,41.33
4813,6,1436.0,803,Work and Education,1970-01-01 14:23:00,21.25
4814,3,1103.0,803,Housework,1970-01-01 14:23:00,16.32
4815,11,995.0,803,Travel and Other,1970-01-01 14:23:00,14.72
4816,4,333.0,803,Child Care,1970-01-01 14:23:00,4.93
4817,5,98.0,803,Adult Care,1970-01-01 14:23:00,1.45
4818,10,2795.0,804,Leisure,1970-01-01 14:24:00,41.36
4819,6,1435.0,804,Work and Education,1970-01-01 14:24:00,21.23
4820,3,1103.0,804,Housework,1970-01-01 14:24:00,16.32
4821,11,995.0,804,Travel and Other,1970-01-01 14:24:00,14.72
4822,4,333.0,804,Child Care,1970-01-01 14:24:00,4.93
4823,5,97.0,804,Adult Care,1970-01-01 14:24:00,1.44
4824,10,2792.0,805,Leisure,1970-01-01 14:25:00,41.31
4825,6,1434.0,805,Work and Education,1970-01-01 14:25:00,21.22
4826,3,1110.0,805,Housework,1970-01-01 14:25:00,16.42
4827,11,993.0,805,Travel and Other,1970-01-01 14:25:00,14.69
4828,4,332.0,805,Child Care,1970-01-01 14:25:00,4.91
4829,5,97.0,805,Adult Care,1970-01-01 14:25:00,1.44
4830,10,2844.0,806,Leisure,1970-01-01 14:26:00,42.08
4831,6,1427.0,806,Work and Education,1970-01-01 14:26:00,21.12
4832,3,1118.0,806,Housework,1970-01-01 14:26:00,16.54
4833,11,933.0,806,Travel and Other,1970-01-01 14:26:00,13.81
4834,4,335.0,806,Child Care,1970-01-01 14:26:00,4.96
4835,5,101.0,806,Adult Care,1970-01-01 14:26:00,1.49
4836,10,2844.0,807,Leisure,1970-01-01 14:27:00,42.08
4837,6,1427.0,807,Work and Education,1970-01-01 14:27:00,21.12
4838,3,1121.0,807,Housework,1970-01-01 14:27:00,16.59
4839,11,937.0,807,Travel and Other,1970-01-01 14:27:00,13.87
4840,4,331.0,807,Child Care,1970-01-01 14:27:00,4.9
4841,5,98.0,807,Adult Care,1970-01-01 14:27:00,1.45
4842,10,2846.0,808,Leisure,1970-01-01 14:28:00,42.11
4843,6,1427.0,808,Work and Education,1970-01-01 14:28:00,21.12
4844,3,1125.0,808,Housework,1970-01-01 14:28:00,16.65
4845,11,935.0,808,Travel and Other,1970-01-01 14:28:00,13.84
4846,4,330.0,808,Child Care,1970-01-01 14:28:00,4.88
4847,5,95.0,808,Adult Care,1970-01-01 14:28:00,1.41
4848,10,2851.0,809,Leisure,1970-01-01 14:29:00,42.19
4849,6,1427.0,809,Work and Education,1970-01-01 14:29:00,21.12
4850,3,1124.0,809,Housework,1970-01-01 14:29:00,16.63
4851,11,931.0,809,Travel and Other,1970-01-01 14:29:00,13.78
4852,4,329.0,809,Child Care,1970-01-01 14:29:00,4.87
4853,5,96.0,809,Adult Care,1970-01-01 14:29:00,1.42
4854,10,2853.0,810,Leisure,1970-01-01 14:30:00,42.22
4855,6,1427.0,810,Work and Education,1970-01-01 14:30:00,21.12
4856,3,1123.0,810,Housework,1970-01-01 14:30:00,16.62
4857,11,932.0,810,Travel and Other,1970-01-01 14:30:00,13.79
4858,4,328.0,810,Child Care,1970-01-01 14:30:00,4.85
4859,5,95.0,810,Adult Care,1970-01-01 14:30:00,1.41
4860,10,2958.0,811,Leisure,1970-01-01 14:31:00,43.77
4861,6,1141.0,811,Work and Education,1970-01-01 14:31:00,16.88
4862,3,1134.0,811,Housework,1970-01-01 14:31:00,16.78
4863,11,1087.0,811,Travel and Other,1970-01-01 14:31:00,16.08
4864,4,340.0,811,Child Care,1970-01-01 14:31:00,5.03
4865,5,98.0,811,Adult Care,1970-01-01 14:31:00,1.45
4866,10,2964.0,812,Leisure,1970-01-01 14:32:00,43.86
4867,6,1138.0,812,Work and Education,1970-01-01 14:32:00,16.84
4868,3,1134.0,812,Housework,1970-01-01 14:32:00,16.78
4869,11,1083.0,812,Travel and Other,1970-01-01 14:32:00,16.03
4870,4,343.0,812,Child Care,1970-01-01 14:32:00,5.08
4871,5,96.0,812,Adult Care,1970-01-01 14:32:00,1.42
4872,10,2970.0,813,Leisure,1970-01-01 14:33:00,43.95
4873,3,1139.0,813,Housework,1970-01-01 14:33:00,16.85
4874,6,1136.0,813,Work and Education,1970-01-01 14:33:00,16.81
4875,11,1080.0,813,Travel and Other,1970-01-01 14:33:00,15.98
4876,4,338.0,813,Child Care,1970-01-01 14:33:00,5.0
4877,5,95.0,813,Adult Care,1970-01-01 14:33:00,1.41
4878,10,2975.0,814,Leisure,1970-01-01 14:34:00,44.02
4879,3,1145.0,814,Housework,1970-01-01 14:34:00,16.94
4880,6,1136.0,814,Work and Education,1970-01-01 14:34:00,16.81
4881,11,1068.0,814,Travel and Other,1970-01-01 14:34:00,15.8
4882,4,339.0,814,Child Care,1970-01-01 14:34:00,5.02
4883,5,95.0,814,Adult Care,1970-01-01 14:34:00,1.41
4884,10,2990.0,815,Leisure,1970-01-01 14:35:00,44.24
4885,3,1140.0,815,Housework,1970-01-01 14:35:00,16.87
4886,6,1136.0,815,Work and Education,1970-01-01 14:35:00,16.81
4887,11,1057.0,815,Travel and Other,1970-01-01 14:35:00,15.64
4888,4,339.0,815,Child Care,1970-01-01 14:35:00,5.02
4889,5,96.0,815,Adult Care,1970-01-01 14:35:00,1.42
4890,10,3036.0,816,Leisure,1970-01-01 14:36:00,44.92
4891,3,1136.0,816,Housework,1970-01-01 14:36:00,16.81
4892,6,1134.0,816,Work and Education,1970-01-01 14:36:00,16.78
4893,11,1006.0,816,Travel and Other,1970-01-01 14:36:00,14.89
4894,4,350.0,816,Child Care,1970-01-01 14:36:00,5.18
4895,5,96.0,816,Adult Care,1970-01-01 14:36:00,1.42
4896,10,3044.0,817,Leisure,1970-01-01 14:37:00,45.04
4897,6,1134.0,817,Work and Education,1970-01-01 14:37:00,16.78
4898,3,1134.0,817,Housework,1970-01-01 14:37:00,16.78
4899,11,1000.0,817,Travel and Other,1970-01-01 14:37:00,14.8
4900,4,350.0,817,Child Care,1970-01-01 14:37:00,5.18
4901,5,96.0,817,Adult Care,1970-01-01 14:37:00,1.42
4902,10,3053.0,818,Leisure,1970-01-01 14:38:00,45.18
4903,6,1135.0,818,Work and Education,1970-01-01 14:38:00,16.79
4904,3,1132.0,818,Housework,1970-01-01 14:38:00,16.75
4905,11,995.0,818,Travel and Other,1970-01-01 14:38:00,14.72
4906,4,350.0,818,Child Care,1970-01-01 14:38:00,5.18
4907,5,93.0,818,Adult Care,1970-01-01 14:38:00,1.38
4908,10,3059.0,819,Leisure,1970-01-01 14:39:00,45.26
4909,6,1133.0,819,Work and Education,1970-01-01 14:39:00,16.77
4910,3,1127.0,819,Housework,1970-01-01 14:39:00,16.68
4911,11,1000.0,819,Travel and Other,1970-01-01 14:39:00,14.8
4912,4,349.0,819,Child Care,1970-01-01 14:39:00,5.16
4913,5,90.0,819,Adult Care,1970-01-01 14:39:00,1.33
4914,10,3060.0,820,Leisure,1970-01-01 14:40:00,45.28
4915,6,1133.0,820,Work and Education,1970-01-01 14:40:00,16.77
4916,3,1127.0,820,Housework,1970-01-01 14:40:00,16.68
4917,11,1000.0,820,Travel and Other,1970-01-01 14:40:00,14.8
4918,4,348.0,820,Child Care,1970-01-01 14:40:00,5.15
4919,5,90.0,820,Adult Care,1970-01-01 14:40:00,1.33
4920,10,3102.0,821,Leisure,1970-01-01 14:41:00,45.9
4921,6,1133.0,821,Work and Education,1970-01-01 14:41:00,16.77
4922,3,1129.0,821,Housework,1970-01-01 14:41:00,16.71
4923,11,951.0,821,Travel and Other,1970-01-01 14:41:00,14.07
4924,4,354.0,821,Child Care,1970-01-01 14:41:00,5.24
4925,5,89.0,821,Adult Care,1970-01-01 14:41:00,1.32
4926,10,3106.0,822,Leisure,1970-01-01 14:42:00,45.96
4927,3,1134.0,822,Housework,1970-01-01 14:42:00,16.78
4928,6,1130.0,822,Work and Education,1970-01-01 14:42:00,16.72
4929,11,945.0,822,Travel and Other,1970-01-01 14:42:00,13.98
4930,4,356.0,822,Child Care,1970-01-01 14:42:00,5.27
4931,5,87.0,822,Adult Care,1970-01-01 14:42:00,1.29
4932,10,3111.0,823,Leisure,1970-01-01 14:43:00,46.03
4933,3,1137.0,823,Housework,1970-01-01 14:43:00,16.82
4934,6,1132.0,823,Work and Education,1970-01-01 14:43:00,16.75
4935,11,939.0,823,Travel and Other,1970-01-01 14:43:00,13.89
4936,4,353.0,823,Child Care,1970-01-01 14:43:00,5.22
4937,5,86.0,823,Adult Care,1970-01-01 14:43:00,1.27
4938,10,3114.0,824,Leisure,1970-01-01 14:44:00,46.08
4939,3,1135.0,824,Housework,1970-01-01 14:44:00,16.79
4940,6,1132.0,824,Work and Education,1970-01-01 14:44:00,16.75
4941,11,933.0,824,Travel and Other,1970-01-01 14:44:00,13.81
4942,4,356.0,824,Child Care,1970-01-01 14:44:00,5.27
4943,5,88.0,824,Adult Care,1970-01-01 14:44:00,1.3
4944,10,3117.0,825,Leisure,1970-01-01 14:45:00,46.12
4945,3,1133.0,825,Housework,1970-01-01 14:45:00,16.77
4946,6,1132.0,825,Work and Education,1970-01-01 14:45:00,16.75
4947,11,928.0,825,Travel and Other,1970-01-01 14:45:00,13.73
4948,4,358.0,825,Child Care,1970-01-01 14:45:00,5.3
4949,5,90.0,825,Adult Care,1970-01-01 14:45:00,1.33
4950,10,3171.0,826,Leisure,1970-01-01 14:46:00,46.92
4951,3,1117.0,826,Housework,1970-01-01 14:46:00,16.53
4952,6,1113.0,826,Work and Education,1970-01-01 14:46:00,16.47
4953,11,919.0,826,Travel and Other,1970-01-01 14:46:00,13.6
4954,4,347.0,826,Child Care,1970-01-01 14:46:00,5.13
4955,5,91.0,826,Adult Care,1970-01-01 14:46:00,1.35
4956,10,3173.0,827,Leisure,1970-01-01 14:47:00,46.95
4957,3,1115.0,827,Housework,1970-01-01 14:47:00,16.5
4958,6,1114.0,827,Work and Education,1970-01-01 14:47:00,16.48
4959,11,915.0,827,Travel and Other,1970-01-01 14:47:00,13.54
4960,4,350.0,827,Child Care,1970-01-01 14:47:00,5.18
4961,5,91.0,827,Adult Care,1970-01-01 14:47:00,1.35
4962,10,3186.0,828,Leisure,1970-01-01 14:48:00,47.14
4963,6,1115.0,828,Work and Education,1970-01-01 14:48:00,16.5
4964,3,1110.0,828,Housework,1970-01-01 14:48:00,16.42
4965,11,910.0,828,Travel and Other,1970-01-01 14:48:00,13.47
4966,4,346.0,828,Child Care,1970-01-01 14:48:00,5.12
4967,5,91.0,828,Adult Care,1970-01-01 14:48:00,1.35
4968,10,3196.0,829,Leisure,1970-01-01 14:49:00,47.29
4969,6,1115.0,829,Work and Education,1970-01-01 14:49:00,16.5
4970,3,1107.0,829,Housework,1970-01-01 14:49:00,16.38
4971,11,906.0,829,Travel and Other,1970-01-01 14:49:00,13.41
4972,4,341.0,829,Child Care,1970-01-01 14:49:00,5.05
4973,5,93.0,829,Adult Care,1970-01-01 14:49:00,1.38
4974,10,3200.0,830,Leisure,1970-01-01 14:50:00,47.35
4975,6,1116.0,830,Work and Education,1970-01-01 14:50:00,16.51
4976,3,1110.0,830,Housework,1970-01-01 14:50:00,16.42
4977,11,900.0,830,Travel and Other,1970-01-01 14:50:00,13.32
4978,4,341.0,830,Child Care,1970-01-01 14:50:00,5.05
4979,5,91.0,830,Adult Care,1970-01-01 14:50:00,1.35
4980,10,3247.0,831,Leisure,1970-01-01 14:51:00,48.05
4981,6,1112.0,831,Work and Education,1970-01-01 14:51:00,16.45
4982,3,1100.0,831,Housework,1970-01-01 14:51:00,16.28
4983,11,860.0,831,Travel and Other,1970-01-01 14:51:00,12.73
4984,4,347.0,831,Child Care,1970-01-01 14:51:00,5.13
4985,5,92.0,831,Adult Care,1970-01-01 14:51:00,1.36
4986,10,3255.0,832,Leisure,1970-01-01 14:52:00,48.17
4987,6,1112.0,832,Work and Education,1970-01-01 14:52:00,16.45
4988,3,1100.0,832,Housework,1970-01-01 14:52:00,16.28
4989,11,853.0,832,Travel and Other,1970-01-01 14:52:00,12.62
4990,4,348.0,832,Child Care,1970-01-01 14:52:00,5.15
4991,5,90.0,832,Adult Care,1970-01-01 14:52:00,1.33
4992,10,3254.0,833,Leisure,1970-01-01 14:53:00,48.15
4993,6,1113.0,833,Work and Education,1970-01-01 14:53:00,16.47
4994,3,1098.0,833,Housework,1970-01-01 14:53:00,16.25
4995,11,850.0,833,Travel and Other,1970-01-01 14:53:00,12.58
4996,4,353.0,833,Child Care,1970-01-01 14:53:00,5.22
4997,5,90.0,833,Adult Care,1970-01-01 14:53:00,1.33
4998,10,3263.0,834,Leisure,1970-01-01 14:54:00,48.28
4999,6,1113.0,834,Work and Education,1970-01-01 14:54:00,16.47
5000,3,1098.0,834,Housework,1970-01-01 14:54:00,16.25
5001,11,840.0,834,Travel and Other,1970-01-01 14:54:00,12.43
5002,4,353.0,834,Child Care,1970-01-01 14:54:00,5.22
5003,5,91.0,834,Adult Care,1970-01-01 14:54:00,1.35
5004,10,3257.0,835,Leisure,1970-01-01 14:55:00,48.19
5005,6,1114.0,835,Work and Education,1970-01-01 14:55:00,16.48
5006,3,1103.0,835,Housework,1970-01-01 14:55:00,16.32
5007,11,840.0,835,Travel and Other,1970-01-01 14:55:00,12.43
5008,4,353.0,835,Child Care,1970-01-01 14:55:00,5.22
5009,5,91.0,835,Adult Care,1970-01-01 14:55:00,1.35
5010,10,3286.0,836,Leisure,1970-01-01 14:56:00,48.62
5011,6,1113.0,836,Work and Education,1970-01-01 14:56:00,16.47
5012,3,1102.0,836,Housework,1970-01-01 14:56:00,16.31
5013,11,809.0,836,Travel and Other,1970-01-01 14:56:00,11.97
5014,4,355.0,836,Child Care,1970-01-01 14:56:00,5.25
5015,5,93.0,836,Adult Care,1970-01-01 14:56:00,1.38
5016,10,3289.0,837,Leisure,1970-01-01 14:57:00,48.67
5017,6,1112.0,837,Work and Education,1970-01-01 14:57:00,16.45
5018,3,1104.0,837,Housework,1970-01-01 14:57:00,16.34
5019,11,804.0,837,Travel and Other,1970-01-01 14:57:00,11.9
5020,4,357.0,837,Child Care,1970-01-01 14:57:00,5.28
5021,5,92.0,837,Adult Care,1970-01-01 14:57:00,1.36
5022,10,3287.0,838,Leisure,1970-01-01 14:58:00,48.64
5023,6,1113.0,838,Work and Education,1970-01-01 14:58:00,16.47
5024,3,1103.0,838,Housework,1970-01-01 14:58:00,16.32
5025,11,806.0,838,Travel and Other,1970-01-01 14:58:00,11.93
5026,4,359.0,838,Child Care,1970-01-01 14:58:00,5.31
5027,5,90.0,838,Adult Care,1970-01-01 14:58:00,1.33
5028,10,3287.0,839,Leisure,1970-01-01 14:59:00,48.64
5029,6,1115.0,839,Work and Education,1970-01-01 14:59:00,16.5
5030,3,1103.0,839,Housework,1970-01-01 14:59:00,16.32
5031,11,806.0,839,Travel and Other,1970-01-01 14:59:00,11.93
5032,4,359.0,839,Child Care,1970-01-01 14:59:00,5.31
5033,5,88.0,839,Adult Care,1970-01-01 14:59:00,1.3
5034,10,3287.0,840,Leisure,1970-01-01 15:00:00,48.64
5035,6,1113.0,840,Work and Education,1970-01-01 15:00:00,16.47
5036,3,1104.0,840,Housework,1970-01-01 15:00:00,16.34
5037,11,805.0,840,Travel and Other,1970-01-01 15:00:00,11.91
5038,4,360.0,840,Child Care,1970-01-01 15:00:00,5.33
5039,5,89.0,840,Adult Care,1970-01-01 15:00:00,1.32
5040,10,3327.0,841,Leisure,1970-01-01 15:01:00,49.23
5041,3,1088.0,841,Housework,1970-01-01 15:01:00,16.1
5042,11,992.0,841,Travel and Other,1970-01-01 15:01:00,14.68
