,index,count,timeStamp,activity,time,perc
1389,3,584.0,232,Housework,1970-01-01 04:52:00,8.64
1390,4,260.0,232,Child Care,1970-01-01 04:52:00,3.85
1391,5,49.0,232,Adult Care,1970-01-01 04:52:00,0.73
1392,10,2874.0,233,Leisure,1970-01-01 04:53:00,42.53
1393,6,2207.0,233,Work and Education,1970-01-01 04:53:00,32.66
1394,11,792.0,233,Travel and Other,1970-01-01 04:53:00,11.72
1395,3,578.0,233,Housework,1970-01-01 04:53:00,8.55
1396,4,256.0,233,Child Care,1970-01-01 04:53:00,3.79
1397,5,51.0,233,Adult Care,1970-01-01 04:53:00,0.75
1398,10,2883.0,234,Leisure,1970-01-01 04:54:00,42.66
1399,6,2215.0,234,Work and Education,1970-01-01 04:54:00,32.78
1400,11,784.0,234,Travel and Other,1970-01-01 04:54:00,11.6
1401,3,573.0,234,Housework,1970-01-01 04:54:00,8.48
1402,4,253.0,234,Child Care,1970-01-01 04:54:00,3.74
1403,5,50.0,234,Adult Care,1970-01-01 04:54:00,0.74
1404,10,2889.0,235,Leisure,1970-01-01 04:55:00,42.75
1405,6,2218.0,235,Work and Education,1970-01-01 04:55:00,32.82
1406,11,781.0,235,Travel and Other,1970-01-01 04:55:00,11.56
1407,3,572.0,235,Housework,1970-01-01 04:55:00,8.46
1408,4,248.0,235,Child Care,1970-01-01 04:55:00,3.67
1409,5,50.0,235,Adult Care,1970-01-01 04:55:00,0.74
1410,10,2865.0,236,Leisure,1970-01-01 04:56:00,42.39
1411,6,2285.0,236,Work and Education,1970-01-01 04:56:00,33.81
1412,11,758.0,236,Travel and Other,1970-01-01 04:56:00,11.22
1413,3,562.0,236,Housework,1970-01-01 04:56:00,8.32
1414,4,237.0,236,Child Care,1970-01-01 04:56:00,3.51
1415,5,51.0,236,Adult Care,1970-01-01 04:56:00,0.75
1416,10,2872.0,237,Leisure,1970-01-01 04:57:00,42.5
1417,6,2292.0,237,Work and Education,1970-01-01 04:57:00,33.92
1418,11,749.0,237,Travel and Other,1970-01-01 04:57:00,11.08
1419,3,560.0,237,Housework,1970-01-01 04:57:00,8.29
1420,4,233.0,237,Child Care,1970-01-01 04:57:00,3.45
1421,5,52.0,237,Adult Care,1970-01-01 04:57:00,0.77
1422,10,2871.0,238,Leisure,1970-01-01 04:58:00,42.48
1423,6,2303.0,238,Work and Education,1970-01-01 04:58:00,34.08
1424,11,736.0,238,Travel and Other,1970-01-01 04:58:00,10.89
1425,3,559.0,238,Housework,1970-01-01 04:58:00,8.27
1426,4,237.0,238,Child Care,1970-01-01 04:58:00,3.51
1427,5,52.0,238,Adult Care,1970-01-01 04:58:00,0.77
1428,10,2871.0,239,Leisure,1970-01-01 04:59:00,42.48
1429,6,2309.0,239,Work and Education,1970-01-01 04:59:00,34.17
1430,11,735.0,239,Travel and Other,1970-01-01 04:59:00,10.88
1431,3,558.0,239,Housework,1970-01-01 04:59:00,8.26
1432,4,233.0,239,Child Care,1970-01-01 04:59:00,3.45
1433,5,52.0,239,Adult Care,1970-01-01 04:59:00,0.77
1434,10,2870.0,240,Leisure,1970-01-01 05:00:00,42.47
1435,6,2317.0,240,Work and Education,1970-01-01 05:00:00,34.29
1436,11,727.0,240,Travel and Other,1970-01-01 05:00:00,10.76
1437,3,558.0,240,Housework,1970-01-01 05:00:00,8.26
1438,4,234.0,240,Child Care,1970-01-01 05:00:00,3.46
1439,5,52.0,240,Adult Care,1970-01-01 05:00:00,0.77
1440,6,2502.0,241,Work and Education,1970-01-01 05:01:00,37.02
1441,10,2491.0,241,Leisure,1970-01-01 05:01:00,36.86
1442,11,778.0,241,Travel and Other,1970-01-01 05:01:00,11.51
1443,3,678.0,241,Housework,1970-01-01 05:01:00,10.03
1444,4,244.0,241,Child Care,1970-01-01 05:01:00,3.61
1445,5,65.0,241,Adult Care,1970-01-01 05:01:00,0.96
1446,6,2514.0,242,Work and Education,1970-01-01 05:02:00,37.2
1447,10,2499.0,242,Leisure,1970-01-01 05:02:00,36.98
1448,11,768.0,242,Travel and Other,1970-01-01 05:02:00,11.36
1449,3,673.0,242,Housework,1970-01-01 05:02:00,9.96
1450,4,242.0,242,Child Care,1970-01-01 05:02:00,3.58
1451,5,62.0,242,Adult Care,1970-01-01 05:02:00,0.92
1452,6,2526.0,243,Work and Education,1970-01-01 05:03:00,37.38
1453,10,2495.0,243,Leisure,1970-01-01 05:03:00,36.92
1454,11,759.0,243,Travel and Other,1970-01-01 05:03:00,11.23
1455,3,676.0,243,Housework,1970-01-01 05:03:00,10.0
1456,4,241.0,243,Child Care,1970-01-01 05:03:00,3.57
1457,5,61.0,243,Adult Care,1970-01-01 05:03:00,0.9
1458,6,2533.0,244,Work and Education,1970-01-01 05:04:00,37.48
1459,10,2501.0,244,Leisure,1970-01-01 05:04:00,37.01
1460,11,750.0,244,Travel and Other,1970-01-01 05:04:00,11.1
1461,3,671.0,244,Housework,1970-01-01 05:04:00,9.93
1462,4,240.0,244,Child Care,1970-01-01 05:04:00,3.55
1463,5,63.0,244,Adult Care,1970-01-01 05:04:00,0.93
1464,6,2538.0,245,Work and Education,1970-01-01 05:05:00,37.56
1465,10,2503.0,245,Leisure,1970-01-01 05:05:00,37.04
1466,11,751.0,245,Travel and Other,1970-01-01 05:05:00,11.11
1467,3,668.0,245,Housework,1970-01-01 05:05:00,9.88
1468,4,235.0,245,Child Care,1970-01-01 05:05:00,3.48
1469,5,63.0,245,Adult Care,1970-01-01 05:05:00,0.93
1470,6,2582.0,246,Work and Education,1970-01-01 05:06:00,38.21
1471,10,2483.0,246,Leisure,1970-01-01 05:06:00,36.74
1472,11,704.0,246,Travel and Other,1970-01-01 05:06:00,10.42
1473,3,675.0,246,Housework,1970-01-01 05:06:00,9.99
1474,4,246.0,246,Child Care,1970-01-01 05:06:00,3.64
1475,5,68.0,246,Adult Care,1970-01-01 05:06:00,1.01
1476,6,2587.0,247,Work and Education,1970-01-01 05:07:00,38.28
1477,10,2479.0,247,Leisure,1970-01-01 05:07:00,36.68
1478,11,706.0,247,Travel and Other,1970-01-01 05:07:00,10.45
1479,3,679.0,247,Housework,1970-01-01 05:07:00,10.05
1480,4,242.0,247,Child Care,1970-01-01 05:07:00,3.58
1481,5,65.0,247,Adult Care,1970-01-01 05:07:00,0.96
1482,6,2597.0,248,Work and Education,1970-01-01 05:08:00,38.43
1483,10,2484.0,248,Leisure,1970-01-01 05:08:00,36.76
1484,11,687.0,248,Travel and Other,1970-01-01 05:08:00,10.17
1485,3,685.0,248,Housework,1970-01-01 05:08:00,10.14
1486,4,243.0,248,Child Care,1970-01-01 05:08:00,3.6
1487,5,62.0,248,Adult Care,1970-01-01 05:08:00,0.92
1488,6,2604.0,249,Work and Education,1970-01-01 05:09:00,38.53
1489,10,2482.0,249,Leisure,1970-01-01 05:09:00,36.73
1490,3,685.0,249,Housework,1970-01-01 05:09:00,10.14
1491,11,684.0,249,Travel and Other,1970-01-01 05:09:00,10.12
1492,4,240.0,249,Child Care,1970-01-01 05:09:00,3.55
1493,5,63.0,249,Adult Care,1970-01-01 05:09:00,0.93
1494,6,2606.0,250,Work and Education,1970-01-01 05:10:00,38.56
1495,10,2479.0,250,Leisure,1970-01-01 05:10:00,36.68
1496,11,687.0,250,Travel and Other,1970-01-01 05:10:00,10.17
1497,3,686.0,250,Housework,1970-01-01 05:10:00,10.15
1498,4,236.0,250,Child Care,1970-01-01 05:10:00,3.49
1499,5,64.0,250,Adult Care,1970-01-01 05:10:00,0.95
1500,6,2654.0,251,Work and Education,1970-01-01 05:11:00,39.27
1501,10,2477.0,251,Leisure,1970-01-01 05:11:00,36.65
1502,3,677.0,251,Housework,1970-01-01 05:11:00,10.02
1503,11,647.0,251,Travel and Other,1970-01-01 05:11:00,9.57
1504,4,237.0,251,Child Care,1970-01-01 05:11:00,3.51
1505,5,66.0,251,Adult Care,1970-01-01 05:11:00,0.98
1506,6,2656.0,252,Work and Education,1970-01-01 05:12:00,39.3
1507,10,2480.0,252,Leisure,1970-01-01 05:12:00,36.7
1508,3,672.0,252,Housework,1970-01-01 05:12:00,9.94
1509,11,651.0,252,Travel and Other,1970-01-01 05:12:00,9.63
1510,4,234.0,252,Child Care,1970-01-01 05:12:00,3.46
1511,5,65.0,252,Adult Care,1970-01-01 05:12:00,0.96
1512,6,2663.0,253,Work and Education,1970-01-01 05:13:00,39.41
1513,10,2478.0,253,Leisure,1970-01-01 05:13:00,36.67
1514,3,673.0,253,Housework,1970-01-01 05:13:00,9.96
1515,11,644.0,253,Travel and Other,1970-01-01 05:13:00,9.53
1516,4,235.0,253,Child Care,1970-01-01 05:13:00,3.48
1517,5,65.0,253,Adult Care,1970-01-01 05:13:00,0.96
1518,6,2672.0,254,Work and Education,1970-01-01 05:14:00,39.54
1519,10,2471.0,254,Leisure,1970-01-01 05:14:00,36.56
1520,3,674.0,254,Housework,1970-01-01 05:14:00,9.97
1521,11,642.0,254,Travel and Other,1970-01-01 05:14:00,9.5
1522,4,233.0,254,Child Care,1970-01-01 05:14:00,3.45
1523,5,66.0,254,Adult Care,1970-01-01 05:14:00,0.98
1524,6,2679.0,255,Work and Education,1970-01-01 05:15:00,39.64
1525,10,2474.0,255,Leisure,1970-01-01 05:15:00,36.61
1526,3,672.0,255,Housework,1970-01-01 05:15:00,9.94
1527,11,634.0,255,Travel and Other,1970-01-01 05:15:00,9.38
1528,4,234.0,255,Child Care,1970-01-01 05:15:00,3.46
1529,5,65.0,255,Adult Care,1970-01-01 05:15:00,0.96
1530,6,2745.0,256,Work and Education,1970-01-01 05:16:00,40.62
1531,10,2384.0,256,Leisure,1970-01-01 05:16:00,35.28
1532,3,682.0,256,Housework,1970-01-01 05:16:00,10.09
1533,11,640.0,256,Travel and Other,1970-01-01 05:16:00,9.47
1534,4,235.0,256,Child Care,1970-01-01 05:16:00,3.48
1535,5,72.0,256,Adult Care,1970-01-01 05:16:00,1.07
1536,6,2750.0,257,Work and Education,1970-01-01 05:17:00,40.69
1537,10,2385.0,257,Leisure,1970-01-01 05:17:00,35.29
1538,3,679.0,257,Housework,1970-01-01 05:17:00,10.05
1539,11,643.0,257,Travel and Other,1970-01-01 05:17:00,9.51
1540,4,228.0,257,Child Care,1970-01-01 05:17:00,3.37
1541,5,73.0,257,Adult Care,1970-01-01 05:17:00,1.08
1542,6,2758.0,258,Work and Education,1970-01-01 05:18:00,40.81
1543,10,2388.0,258,Leisure,1970-01-01 05:18:00,35.34
1544,3,678.0,258,Housework,1970-01-01 05:18:00,10.03
1545,11,640.0,258,Travel and Other,1970-01-01 05:18:00,9.47
1546,4,221.0,258,Child Care,1970-01-01 05:18:00,3.27
1547,5,73.0,258,Adult Care,1970-01-01 05:18:00,1.08
1548,6,2764.0,259,Work and Education,1970-01-01 05:19:00,40.9
1549,10,2385.0,259,Leisure,1970-01-01 05:19:00,35.29
1550,3,678.0,259,Housework,1970-01-01 05:19:00,10.03
1551,11,641.0,259,Travel and Other,1970-01-01 05:19:00,9.49
1552,4,219.0,259,Child Care,1970-01-01 05:19:00,3.24
1553,5,71.0,259,Adult Care,1970-01-01 05:19:00,1.05
1554,6,2767.0,260,Work and Education,1970-01-01 05:20:00,40.94
1555,10,2386.0,260,Leisure,1970-01-01 05:20:00,35.31
1556,3,678.0,260,Housework,1970-01-01 05:20:00,10.03
1557,11,637.0,260,Travel and Other,1970-01-01 05:20:00,9.43
1558,4,218.0,260,Child Care,1970-01-01 05:20:00,3.23
1559,5,72.0,260,Adult Care,1970-01-01 05:20:00,1.07
1560,6,2801.0,261,Work and Education,1970-01-01 05:21:00,41.45
1561,10,2346.0,261,Leisure,1970-01-01 05:21:00,34.71
1562,3,673.0,261,Housework,1970-01-01 05:21:00,9.96
1563,11,637.0,261,Travel and Other,1970-01-01 05:21:00,9.43
1564,4,225.0,261,Child Care,1970-01-01 05:21:00,3.33
1565,5,76.0,261,Adult Care,1970-01-01 05:21:00,1.12
1566,6,2804.0,262,Work and Education,1970-01-01 05:22:00,41.49
1567,10,2344.0,262,Leisure,1970-01-01 05:22:00,34.68
1568,3,674.0,262,Housework,1970-01-01 05:22:00,9.97
1569,11,636.0,262,Travel and Other,1970-01-01 05:22:00,9.41
1570,4,224.0,262,Child Care,1970-01-01 05:22:00,3.31
1571,5,76.0,262,Adult Care,1970-01-01 05:22:00,1.12
1572,6,2816.0,263,Work and Education,1970-01-01 05:23:00,41.67
1573,10,2337.0,263,Leisure,1970-01-01 05:23:00,34.58
1574,3,679.0,263,Housework,1970-01-01 05:23:00,10.05
1575,11,628.0,263,Travel and Other,1970-01-01 05:23:00,9.29
1576,4,224.0,263,Child Care,1970-01-01 05:23:00,3.31
1577,5,74.0,263,Adult Care,1970-01-01 05:23:00,1.09
1578,6,2816.0,264,Work and Education,1970-01-01 05:24:00,41.67
1579,10,2337.0,264,Leisure,1970-01-01 05:24:00,34.58
1580,3,676.0,264,Housework,1970-01-01 05:24:00,10.0
1581,11,630.0,264,Travel and Other,1970-01-01 05:24:00,9.32
1582,4,225.0,264,Child Care,1970-01-01 05:24:00,3.33
1583,5,74.0,264,Adult Care,1970-01-01 05:24:00,1.09
1584,6,2819.0,265,Work and Education,1970-01-01 05:25:00,41.71
1585,10,2337.0,265,Leisure,1970-01-01 05:25:00,34.58
1586,3,677.0,265,Housework,1970-01-01 05:25:00,10.02
1587,11,630.0,265,Travel and Other,1970-01-01 05:25:00,9.32
1588,4,221.0,265,Child Care,1970-01-01 05:25:00,3.27
1589,5,74.0,265,Adult Care,1970-01-01 05:25:00,1.09
1590,6,2862.0,266,Work and Education,1970-01-01 05:26:00,42.35
1591,10,2332.0,266,Leisure,1970-01-01 05:26:00,34.51
1592,3,674.0,266,Housework,1970-01-01 05:26:00,9.97
1593,11,605.0,266,Travel and Other,1970-01-01 05:26:00,8.95
1594,4,208.0,266,Child Care,1970-01-01 05:26:00,3.08
1595,5,77.0,266,Adult Care,1970-01-01 05:26:00,1.14
1596,6,2869.0,267,Work and Education,1970-01-01 05:27:00,42.45
1597,10,2337.0,267,Leisure,1970-01-01 05:27:00,34.58
1598,3,677.0,267,Housework,1970-01-01 05:27:00,10.02
1599,11,592.0,267,Travel and Other,1970-01-01 05:27:00,8.76
1600,4,207.0,267,Child Care,1970-01-01 05:27:00,3.06
1601,5,76.0,267,Adult Care,1970-01-01 05:27:00,1.12
1602,6,2875.0,268,Work and Education,1970-01-01 05:28:00,42.54
1603,10,2339.0,268,Leisure,1970-01-01 05:28:00,34.61
1604,3,675.0,268,Housework,1970-01-01 05:28:00,9.99
1605,11,584.0,268,Travel and Other,1970-01-01 05:28:00,8.64
1606,4,209.0,268,Child Care,1970-01-01 05:28:00,3.09
1607,5,76.0,268,Adult Care,1970-01-01 05:28:00,1.12
1608,6,2879.0,269,Work and Education,1970-01-01 05:29:00,42.6
1609,10,2340.0,269,Leisure,1970-01-01 05:29:00,34.63
1610,3,672.0,269,Housework,1970-01-01 05:29:00,9.94
1611,11,583.0,269,Travel and Other,1970-01-01 05:29:00,8.63
1612,4,208.0,269,Child Care,1970-01-01 05:29:00,3.08
1613,5,76.0,269,Adult Care,1970-01-01 05:29:00,1.12
1614,6,2881.0,270,Work and Education,1970-01-01 05:30:00,42.63
1615,10,2341.0,270,Leisure,1970-01-01 05:30:00,34.64
1616,3,674.0,270,Housework,1970-01-01 05:30:00,9.97
1617,11,583.0,270,Travel and Other,1970-01-01 05:30:00,8.63
1618,4,203.0,270,Child Care,1970-01-01 05:30:00,3.0
1619,5,76.0,270,Adult Care,1970-01-01 05:30:00,1.12
1620,6,2974.0,271,Work and Education,1970-01-01 05:31:00,44.01
1621,10,2152.0,271,Leisure,1970-01-01 05:31:00,31.84
1622,3,712.0,271,Housework,1970-01-01 05:31:00,10.54
1623,11,648.0,271,Travel and Other,1970-01-01 05:31:00,9.59
1624,4,194.0,271,Child Care,1970-01-01 05:31:00,2.87
1625,5,78.0,271,Adult Care,1970-01-01 05:31:00,1.15
1626,6,2977.0,272,Work and Education,1970-01-01 05:32:00,44.05
1627,10,2153.0,272,Leisure,1970-01-01 05:32:00,31.86
1628,3,710.0,272,Housework,1970-01-01 05:32:00,10.51
1629,11,652.0,272,Travel and Other,1970-01-01 05:32:00,9.65
1630,4,190.0,272,Child Care,1970-01-01 05:32:00,2.81
1631,5,76.0,272,Adult Care,1970-01-01 05:32:00,1.12
1632,6,2993.0,273,Work and Education,1970-01-01 05:33:00,44.29
1633,10,2160.0,273,Leisure,1970-01-01 05:33:00,31.96
1634,3,712.0,273,Housework,1970-01-01 05:33:00,10.54
1635,11,630.0,273,Travel and Other,1970-01-01 05:33:00,9.32
1636,4,188.0,273,Child Care,1970-01-01 05:33:00,2.78
1637,5,75.0,273,Adult Care,1970-01-01 05:33:00,1.11
1638,6,2995.0,274,Work and Education,1970-01-01 05:34:00,44.32
1639,10,2165.0,274,Leisure,1970-01-01 05:34:00,32.04
1640,3,714.0,274,Housework,1970-01-01 05:34:00,10.57
1641,11,623.0,274,Travel and Other,1970-01-01 05:34:00,9.22
1642,4,187.0,274,Child Care,1970-01-01 05:34:00,2.77
1643,5,74.0,274,Adult Care,1970-01-01 05:34:00,1.09
1644,6,2999.0,275,Work and Education,1970-01-01 05:35:00,44.38
1645,10,2166.0,275,Leisure,1970-01-01 05:35:00,32.05
1646,3,713.0,275,Housework,1970-01-01 05:35:00,10.55
1647,11,623.0,275,Travel and Other,1970-01-01 05:35:00,9.22
1648,4,183.0,275,Child Care,1970-01-01 05:35:00,2.71
1649,5,74.0,275,Adult Care,1970-01-01 05:35:00,1.09
1650,6,3027.0,276,Work and Education,1970-01-01 05:36:00,44.79
1651,10,2182.0,276,Leisure,1970-01-01 05:36:00,32.29
1652,3,692.0,276,Housework,1970-01-01 05:36:00,10.24
1653,11,592.0,276,Travel and Other,1970-01-01 05:36:00,8.76
1654,4,189.0,276,Child Care,1970-01-01 05:36:00,2.8
1655,5,76.0,276,Adult Care,1970-01-01 05:36:00,1.12
1656,6,3032.0,277,Work and Education,1970-01-01 05:37:00,44.87
1657,10,2182.0,277,Leisure,1970-01-01 05:37:00,32.29
1658,3,691.0,277,Housework,1970-01-01 05:37:00,10.22
1659,11,588.0,277,Travel and Other,1970-01-01 05:37:00,8.7
1660,4,189.0,277,Child Care,1970-01-01 05:37:00,2.8
1661,5,76.0,277,Adult Care,1970-01-01 05:37:00,1.12
1662,6,3036.0,278,Work and Education,1970-01-01 05:38:00,44.92
1663,10,2180.0,278,Leisure,1970-01-01 05:38:00,32.26
1664,3,695.0,278,Housework,1970-01-01 05:38:00,10.28
1665,11,587.0,278,Travel and Other,1970-01-01 05:38:00,8.69
1666,4,185.0,278,Child Care,1970-01-01 05:38:00,2.74
1667,5,75.0,278,Adult Care,1970-01-01 05:38:00,1.11
1668,6,3041.0,279,Work and Education,1970-01-01 05:39:00,45.0
1669,10,2178.0,279,Leisure,1970-01-01 05:39:00,32.23
1670,3,696.0,279,Housework,1970-01-01 05:39:00,10.3
1671,11,583.0,279,Travel and Other,1970-01-01 05:39:00,8.63
1672,4,186.0,279,Child Care,1970-01-01 05:39:00,2.75
1673,5,74.0,279,Adult Care,1970-01-01 05:39:00,1.09
1674,6,3043.0,280,Work and Education,1970-01-01 05:40:00,45.03
1675,10,2177.0,280,Leisure,1970-01-01 05:40:00,32.21
1676,3,696.0,280,Housework,1970-01-01 05:40:00,10.3
1677,11,581.0,280,Travel and Other,1970-01-01 05:40:00,8.6
1678,4,186.0,280,Child Care,1970-01-01 05:40:00,2.75
1679,5,75.0,280,Adult Care,1970-01-01 05:40:00,1.11
1680,6,3071.0,281,Work and Education,1970-01-01 05:41:00,45.44
1681,10,2174.0,281,Leisure,1970-01-01 05:41:00,32.17
1682,3,691.0,281,Housework,1970-01-01 05:41:00,10.22
1683,11,567.0,281,Travel and Other,1970-01-01 05:41:00,8.39
1684,4,181.0,281,Child Care,1970-01-01 05:41:00,2.68
1685,5,74.0,281,Adult Care,1970-01-01 05:41:00,1.09
1686,6,3076.0,282,Work and Education,1970-01-01 05:42:00,45.52
1687,10,2170.0,282,Leisure,1970-01-01 05:42:00,32.11
1688,3,690.0,282,Housework,1970-01-01 05:42:00,10.21
1689,11,568.0,282,Travel and Other,1970-01-01 05:42:00,8.4
1690,4,181.0,282,Child Care,1970-01-01 05:42:00,2.68
1691,5,73.0,282,Adult Care,1970-01-01 05:42:00,1.08
1692,6,3082.0,283,Work and Education,1970-01-01 05:43:00,45.61
1693,10,2171.0,283,Leisure,1970-01-01 05:43:00,32.12
1694,3,686.0,283,Housework,1970-01-01 05:43:00,10.15
1695,11,565.0,283,Travel and Other,1970-01-01 05:43:00,8.36
1696,4,181.0,283,Child Care,1970-01-01 05:43:00,2.68
1697,5,73.0,283,Adult Care,1970-01-01 05:43:00,1.08
1698,6,3084.0,284,Work and Education,1970-01-01 05:44:00,45.63
1699,10,2171.0,284,Leisure,1970-01-01 05:44:00,32.12
1700,3,684.0,284,Housework,1970-01-01 05:44:00,10.12
1701,11,559.0,284,Travel and Other,1970-01-01 05:44:00,8.27
1702,4,186.0,284,Child Care,1970-01-01 05:44:00,2.75
1703,5,74.0,284,Adult Care,1970-01-01 05:44:00,1.09
1704,6,3085.0,285,Work and Education,1970-01-01 05:45:00,45.65
1705,10,2172.0,285,Leisure,1970-01-01 05:45:00,32.14
1706,3,683.0,285,Housework,1970-01-01 05:45:00,10.11
1707,11,561.0,285,Travel and Other,1970-01-01 05:45:00,8.3
1708,4,184.0,285,Child Care,1970-01-01 05:45:00,2.72
1709,5,73.0,285,Adult Care,1970-01-01 05:45:00,1.08
1710,6,3143.0,286,Work and Education,1970-01-01 05:46:00,46.51
1711,10,2130.0,286,Leisure,1970-01-01 05:46:00,31.52
1712,3,680.0,286,Housework,1970-01-01 05:46:00,10.06
1713,11,543.0,286,Travel and Other,1970-01-01 05:46:00,8.03
1714,4,182.0,286,Child Care,1970-01-01 05:46:00,2.69
1715,5,80.0,286,Adult Care,1970-01-01 05:46:00,1.18
1716,6,3144.0,287,Work and Education,1970-01-01 05:47:00,46.52
1717,10,2129.0,287,Leisure,1970-01-01 05:47:00,31.5
1718,3,680.0,287,Housework,1970-01-01 05:47:00,10.06
1719,11,546.0,287,Travel and Other,1970-01-01 05:47:00,8.08
1720,4,179.0,287,Child Care,1970-01-01 05:47:00,2.65
1721,5,80.0,287,Adult Care,1970-01-01 05:47:00,1.18
1722,6,3148.0,288,Work and Education,1970-01-01 05:48:00,46.58
1723,10,2130.0,288,Leisure,1970-01-01 05:48:00,31.52
1724,3,679.0,288,Housework,1970-01-01 05:48:00,10.05
1725,11,546.0,288,Travel and Other,1970-01-01 05:48:00,8.08
1726,4,175.0,288,Child Care,1970-01-01 05:48:00,2.59
1727,5,80.0,288,Adult Care,1970-01-01 05:48:00,1.18
1728,6,3155.0,289,Work and Education,1970-01-01 05:49:00,46.69
1729,10,2130.0,289,Leisure,1970-01-01 05:49:00,31.52
1730,3,679.0,289,Housework,1970-01-01 05:49:00,10.05
1731,11,539.0,289,Travel and Other,1970-01-01 05:49:00,7.98
1732,4,174.0,289,Child Care,1970-01-01 05:49:00,2.57
1733,5,81.0,289,Adult Care,1970-01-01 05:49:00,1.2
1734,6,3157.0,290,Work and Education,1970-01-01 05:50:00,46.72
1735,10,2127.0,290,Leisure,1970-01-01 05:50:00,31.47
1736,3,682.0,290,Housework,1970-01-01 05:50:00,10.09
1737,11,537.0,290,Travel and Other,1970-01-01 05:50:00,7.95
1738,4,174.0,290,Child Care,1970-01-01 05:50:00,2.57
1739,5,81.0,290,Adult Care,1970-01-01 05:50:00,1.2
1740,6,3193.0,291,Work and Education,1970-01-01 05:51:00,47.25
1741,10,2107.0,291,Leisure,1970-01-01 05:51:00,31.18
1742,3,683.0,291,Housework,1970-01-01 05:51:00,10.11
1743,11,525.0,291,Travel and Other,1970-01-01 05:51:00,7.77
1744,4,174.0,291,Child Care,1970-01-01 05:51:00,2.57
1745,5,76.0,291,Adult Care,1970-01-01 05:51:00,1.12
1746,6,3194.0,292,Work and Education,1970-01-01 05:52:00,47.26
1747,10,2116.0,292,Leisure,1970-01-01 05:52:00,31.31
1748,3,683.0,292,Housework,1970-01-01 05:52:00,10.11
1749,11,519.0,292,Travel and Other,1970-01-01 05:52:00,7.68
1750,4,170.0,292,Child Care,1970-01-01 05:52:00,2.52
1751,5,76.0,292,Adult Care,1970-01-01 05:52:00,1.12
1752,6,3196.0,293,Work and Education,1970-01-01 05:53:00,47.29
1753,10,2115.0,293,Leisure,1970-01-01 05:53:00,31.3
1754,3,682.0,293,Housework,1970-01-01 05:53:00,10.09
1755,11,517.0,293,Travel and Other,1970-01-01 05:53:00,7.65
1756,4,172.0,293,Child Care,1970-01-01 05:53:00,2.55
1757,5,76.0,293,Adult Care,1970-01-01 05:53:00,1.12
1758,6,3202.0,294,Work and Education,1970-01-01 05:54:00,47.38
1759,10,2115.0,294,Leisure,1970-01-01 05:54:00,31.3
1760,3,681.0,294,Housework,1970-01-01 05:54:00,10.08
1761,11,512.0,294,Travel and Other,1970-01-01 05:54:00,7.58
1762,4,171.0,294,Child Care,1970-01-01 05:54:00,2.53
1763,5,77.0,294,Adult Care,1970-01-01 05:54:00,1.14
1764,6,3203.0,295,Work and Education,1970-01-01 05:55:00,47.4
1765,10,2115.0,295,Leisure,1970-01-01 05:55:00,31.3
1766,3,680.0,295,Housework,1970-01-01 05:55:00,10.06
1767,11,510.0,295,Travel and Other,1970-01-01 05:55:00,7.55
1768,4,172.0,295,Child Care,1970-01-01 05:55:00,2.55
1769,5,78.0,295,Adult Care,1970-01-01 05:55:00,1.15
1770,6,3240.0,296,Work and Education,1970-01-01 05:56:00,47.94
1771,10,2114.0,296,Leisure,1970-01-01 05:56:00,31.28
1772,3,670.0,296,Housework,1970-01-01 05:56:00,9.91
1773,11,489.0,296,Travel and Other,1970-01-01 05:56:00,7.24
1774,4,168.0,296,Child Care,1970-01-01 05:56:00,2.49
1775,5,77.0,296,Adult Care,1970-01-01 05:56:00,1.14
1776,6,3246.0,297,Work and Education,1970-01-01 05:57:00,48.03
1777,10,2115.0,297,Leisure,1970-01-01 05:57:00,31.3
1778,3,672.0,297,Housework,1970-01-01 05:57:00,9.94
1779,11,482.0,297,Travel and Other,1970-01-01 05:57:00,7.13
1780,4,165.0,297,Child Care,1970-01-01 05:57:00,2.44
1781,5,78.0,297,Adult Care,1970-01-01 05:57:00,1.15
1782,6,3254.0,298,Work and Education,1970-01-01 05:58:00,48.15
1783,10,2110.0,298,Leisure,1970-01-01 05:58:00,31.22
1784,3,675.0,298,Housework,1970-01-01 05:58:00,9.99
1785,11,479.0,298,Travel and Other,1970-01-01 05:58:00,7.09
1786,4,163.0,298,Child Care,1970-01-01 05:58:00,2.41
1787,5,77.0,298,Adult Care,1970-01-01 05:58:00,1.14
1788,6,3257.0,299,Work and Education,1970-01-01 05:59:00,48.19
1789,10,2108.0,299,Leisure,1970-01-01 05:59:00,31.19
1790,3,674.0,299,Housework,1970-01-01 05:59:00,9.97
1791,11,476.0,299,Travel and Other,1970-01-01 05:59:00,7.04
1792,4,165.0,299,Child Care,1970-01-01 05:59:00,2.44
1793,5,78.0,299,Adult Care,1970-01-01 05:59:00,1.15
1794,6,3258.0,300,Work and Education,1970-01-01 06:00:00,48.21
1795,10,2109.0,300,Leisure,1970-01-01 06:00:00,31.21
1796,3,675.0,300,Housework,1970-01-01 06:00:00,9.99
1797,11,473.0,300,Travel and Other,1970-01-01 06:00:00,7.0
1798,4,166.0,300,Child Care,1970-01-01 06:00:00,2.46
1799,5,77.0,300,Adult Care,1970-01-01 06:00:00,1.14
1800,6,3229.0,301,Work and Education,1970-01-01 06:01:00,47.78
1801,10,1990.0,301,Leisure,1970-01-01 06:01:00,29.45
