,index,count,timeStamp,activity,time,perc
1955,5,365.0,326,Adult Care,1970-01-01 06:26:00,0.49
1956,6,38278.0,327,Work and Education,1970-01-01 06:27:00,51.9
1957,10,21536.0,327,Leisure,1970-01-01 06:27:00,29.2
1958,3,7323.0,327,Housework,1970-01-01 06:27:00,9.93
1959,11,4108.0,327,Travel and Other,1970-01-01 06:27:00,5.57
1960,4,2149.0,327,Child Care,1970-01-01 06:27:00,2.91
1961,5,364.0,327,Adult Care,1970-01-01 06:27:00,0.49
1962,6,38291.0,328,Work and Education,1970-01-01 06:28:00,51.91
1963,10,21554.0,328,Leisure,1970-01-01 06:28:00,29.22
1964,3,7327.0,328,Housework,1970-01-01 06:28:00,9.93
1965,11,4077.0,328,Travel and Other,1970-01-01 06:28:00,5.53
1966,4,2145.0,328,Child Care,1970-01-01 06:28:00,2.91
1967,5,364.0,328,Adult Care,1970-01-01 06:28:00,0.49
1968,6,38305.0,329,Work and Education,1970-01-01 06:29:00,51.93
1969,10,21547.0,329,Leisure,1970-01-01 06:29:00,29.21
1970,3,7320.0,329,Housework,1970-01-01 06:29:00,9.92
1971,11,4078.0,329,Travel and Other,1970-01-01 06:29:00,5.53
1972,4,2146.0,329,Child Care,1970-01-01 06:29:00,2.91
1973,5,362.0,329,Adult Care,1970-01-01 06:29:00,0.49
1974,6,38320.0,330,Work and Education,1970-01-01 06:30:00,51.95
1975,10,21556.0,330,Leisure,1970-01-01 06:30:00,29.23
1976,3,7319.0,330,Housework,1970-01-01 06:30:00,9.92
1977,11,4058.0,330,Travel and Other,1970-01-01 06:30:00,5.5
1978,4,2145.0,330,Child Care,1970-01-01 06:30:00,2.91
1979,5,360.0,330,Adult Care,1970-01-01 06:30:00,0.49
1980,6,37847.0,331,Work and Education,1970-01-01 06:31:00,51.31
1981,10,21250.0,331,Leisure,1970-01-01 06:31:00,28.81
1982,3,7440.0,331,Housework,1970-01-01 06:31:00,10.09
1983,11,4659.0,331,Travel and Other,1970-01-01 06:31:00,6.32
1984,4,2176.0,331,Child Care,1970-01-01 06:31:00,2.95
1985,5,386.0,331,Adult Care,1970-01-01 06:31:00,0.52
1986,6,37870.0,332,Work and Education,1970-01-01 06:32:00,51.34
1987,10,21256.0,332,Leisure,1970-01-01 06:32:00,28.82
1988,3,7443.0,332,Housework,1970-01-01 06:32:00,10.09
1989,11,4631.0,332,Travel and Other,1970-01-01 06:32:00,6.28
1990,4,2172.0,332,Child Care,1970-01-01 06:32:00,2.94
1991,5,386.0,332,Adult Care,1970-01-01 06:32:00,0.52
1992,6,37892.0,333,Work and Education,1970-01-01 06:33:00,51.37
1993,10,21290.0,333,Leisure,1970-01-01 06:33:00,28.86
1994,3,7446.0,333,Housework,1970-01-01 06:33:00,10.1
1995,11,4565.0,333,Travel and Other,1970-01-01 06:33:00,6.19
1996,4,2177.0,333,Child Care,1970-01-01 06:33:00,2.95
1997,5,388.0,333,Adult Care,1970-01-01 06:33:00,0.53
1998,6,37912.0,334,Work and Education,1970-01-01 06:34:00,51.4
1999,10,21308.0,334,Leisure,1970-01-01 06:34:00,28.89
2000,3,7460.0,334,Housework,1970-01-01 06:34:00,10.11
2001,11,4515.0,334,Travel and Other,1970-01-01 06:34:00,6.12
2002,4,2171.0,334,Child Care,1970-01-01 06:34:00,2.94
2003,5,392.0,334,Adult Care,1970-01-01 06:34:00,0.53
2004,6,37923.0,335,Work and Education,1970-01-01 06:35:00,51.42
2005,10,21310.0,335,Leisure,1970-01-01 06:35:00,28.89
2006,3,7465.0,335,Housework,1970-01-01 06:35:00,10.12
2007,11,4506.0,335,Travel and Other,1970-01-01 06:35:00,6.11
2008,4,2163.0,335,Child Care,1970-01-01 06:35:00,2.93
2009,5,391.0,335,Adult Care,1970-01-01 06:35:00,0.53
2010,6,38094.0,336,Work and Education,1970-01-01 06:36:00,51.65
2011,10,21335.0,336,Leisure,1970-01-01 06:36:00,28.93
2012,3,7436.0,336,Housework,1970-01-01 06:36:00,10.08
2013,11,4312.0,336,Travel and Other,1970-01-01 06:36:00,5.85
2014,4,2185.0,336,Child Care,1970-01-01 06:36:00,2.96
2015,5,396.0,336,Adult Care,1970-01-01 06:36:00,0.54
2016,6,38108.0,337,Work and Education,1970-01-01 06:37:00,51.67
2017,10,21345.0,337,Leisure,1970-01-01 06:37:00,28.94
2018,3,7432.0,337,Housework,1970-01-01 06:37:00,10.08
2019,11,4298.0,337,Travel and Other,1970-01-01 06:37:00,5.83
2020,4,2182.0,337,Child Care,1970-01-01 06:37:00,2.96
2021,5,393.0,337,Adult Care,1970-01-01 06:37:00,0.53
2022,6,38128.0,338,Work and Education,1970-01-01 06:38:00,51.69
2023,10,21337.0,338,Leisure,1970-01-01 06:38:00,28.93
2024,3,7431.0,338,Housework,1970-01-01 06:38:00,10.07
2025,11,4286.0,338,Travel and Other,1970-01-01 06:38:00,5.81
2026,4,2180.0,338,Child Care,1970-01-01 06:38:00,2.96
2027,5,396.0,338,Adult Care,1970-01-01 06:38:00,0.54
2028,6,38145.0,339,Work and Education,1970-01-01 06:39:00,51.72
2029,10,21336.0,339,Leisure,1970-01-01 06:39:00,28.93
2030,3,7429.0,339,Housework,1970-01-01 06:39:00,10.07
2031,11,4276.0,339,Travel and Other,1970-01-01 06:39:00,5.8
2032,4,2180.0,339,Child Care,1970-01-01 06:39:00,2.96
2033,5,392.0,339,Adult Care,1970-01-01 06:39:00,0.53
2034,6,38153.0,340,Work and Education,1970-01-01 06:40:00,51.73
2035,10,21332.0,340,Leisure,1970-01-01 06:40:00,28.92
2036,3,7440.0,340,Housework,1970-01-01 06:40:00,10.09
2037,11,4261.0,340,Travel and Other,1970-01-01 06:40:00,5.78
2038,4,2180.0,340,Child Care,1970-01-01 06:40:00,2.96
2039,5,392.0,340,Adult Care,1970-01-01 06:40:00,0.53
2040,6,38407.0,341,Work and Education,1970-01-01 06:41:00,52.07
2041,10,21193.0,341,Leisure,1970-01-01 06:41:00,28.73
2042,3,7415.0,341,Housework,1970-01-01 06:41:00,10.05
2043,11,4167.0,341,Travel and Other,1970-01-01 06:41:00,5.65
2044,4,2169.0,341,Child Care,1970-01-01 06:41:00,2.94
2045,5,407.0,341,Adult Care,1970-01-01 06:41:00,0.55
2046,6,38414.0,342,Work and Education,1970-01-01 06:42:00,52.08
2047,10,21197.0,342,Leisure,1970-01-01 06:42:00,28.74
2048,3,7411.0,342,Housework,1970-01-01 06:42:00,10.05
2049,11,4168.0,342,Travel and Other,1970-01-01 06:42:00,5.65
2050,4,2164.0,342,Child Care,1970-01-01 06:42:00,2.93
2051,5,404.0,342,Adult Care,1970-01-01 06:42:00,0.55
2052,6,38437.0,343,Work and Education,1970-01-01 06:43:00,52.11
2053,10,21194.0,343,Leisure,1970-01-01 06:43:00,28.73
2054,3,7419.0,343,Housework,1970-01-01 06:43:00,10.06
2055,11,4130.0,343,Travel and Other,1970-01-01 06:43:00,5.6
2056,4,2171.0,343,Child Care,1970-01-01 06:43:00,2.94
2057,5,407.0,343,Adult Care,1970-01-01 06:43:00,0.55
2058,6,38450.0,344,Work and Education,1970-01-01 06:44:00,52.13
2059,10,21188.0,344,Leisure,1970-01-01 06:44:00,28.73
2060,3,7417.0,344,Housework,1970-01-01 06:44:00,10.06
2061,11,4123.0,344,Travel and Other,1970-01-01 06:44:00,5.59
2062,4,2169.0,344,Child Care,1970-01-01 06:44:00,2.94
2063,5,411.0,344,Adult Care,1970-01-01 06:44:00,0.56
2064,6,38460.0,345,Work and Education,1970-01-01 06:45:00,52.14
2065,10,21178.0,345,Leisure,1970-01-01 06:45:00,28.71
2066,3,7411.0,345,Housework,1970-01-01 06:45:00,10.05
2067,11,4126.0,345,Travel and Other,1970-01-01 06:45:00,5.59
2068,4,2171.0,345,Child Care,1970-01-01 06:45:00,2.94
2069,5,412.0,345,Adult Care,1970-01-01 06:45:00,0.56
2070,6,39131.0,346,Work and Education,1970-01-01 06:46:00,53.05
2071,10,20495.0,346,Leisure,1970-01-01 06:46:00,27.79
2072,3,7409.0,346,Housework,1970-01-01 06:46:00,10.05
2073,11,4136.0,346,Travel and Other,1970-01-01 06:46:00,5.61
2074,4,2163.0,346,Child Care,1970-01-01 06:46:00,2.93
2075,5,424.0,346,Adult Care,1970-01-01 06:46:00,0.57
2076,6,39148.0,347,Work and Education,1970-01-01 06:47:00,53.08
2077,10,20489.0,347,Leisure,1970-01-01 06:47:00,27.78
2078,3,7416.0,347,Housework,1970-01-01 06:47:00,10.05
2079,11,4127.0,347,Travel and Other,1970-01-01 06:47:00,5.6
2080,4,2157.0,347,Child Care,1970-01-01 06:47:00,2.92
2081,5,421.0,347,Adult Care,1970-01-01 06:47:00,0.57
2082,6,39162.0,348,Work and Education,1970-01-01 06:48:00,53.1
2083,10,20488.0,348,Leisure,1970-01-01 06:48:00,27.78
2084,3,7413.0,348,Housework,1970-01-01 06:48:00,10.05
2085,11,4131.0,348,Travel and Other,1970-01-01 06:48:00,5.6
2086,4,2150.0,348,Child Care,1970-01-01 06:48:00,2.91
2087,5,414.0,348,Adult Care,1970-01-01 06:48:00,0.56
2088,6,39177.0,349,Work and Education,1970-01-01 06:49:00,53.12
2089,10,20468.0,349,Leisure,1970-01-01 06:49:00,27.75
2090,3,7413.0,349,Housework,1970-01-01 06:49:00,10.05
2091,11,4148.0,349,Travel and Other,1970-01-01 06:49:00,5.62
2092,4,2141.0,349,Child Care,1970-01-01 06:49:00,2.9
2093,5,411.0,349,Adult Care,1970-01-01 06:49:00,0.56
2094,6,39182.0,350,Work and Education,1970-01-01 06:50:00,53.12
2095,10,20480.0,350,Leisure,1970-01-01 06:50:00,27.77
2096,3,7405.0,350,Housework,1970-01-01 06:50:00,10.04
2097,11,4134.0,350,Travel and Other,1970-01-01 06:50:00,5.6
2098,4,2142.0,350,Child Care,1970-01-01 06:50:00,2.9
2099,5,415.0,350,Adult Care,1970-01-01 06:50:00,0.56
2100,6,39398.0,351,Work and Education,1970-01-01 06:51:00,53.42
2101,10,20382.0,351,Leisure,1970-01-01 06:51:00,27.63
2102,3,7410.0,351,Housework,1970-01-01 06:51:00,10.05
2103,11,4022.0,351,Travel and Other,1970-01-01 06:51:00,5.45
2104,4,2132.0,351,Child Care,1970-01-01 06:51:00,2.89
2105,5,414.0,351,Adult Care,1970-01-01 06:51:00,0.56
2106,6,39403.0,352,Work and Education,1970-01-01 06:52:00,53.42
2107,10,20384.0,352,Leisure,1970-01-01 06:52:00,27.64
2108,3,7418.0,352,Housework,1970-01-01 06:52:00,10.06
2109,11,4009.0,352,Travel and Other,1970-01-01 06:52:00,5.44
2110,4,2130.0,352,Child Care,1970-01-01 06:52:00,2.89
2111,5,414.0,352,Adult Care,1970-01-01 06:52:00,0.56
2112,6,39419.0,353,Work and Education,1970-01-01 06:53:00,53.44
2113,10,20387.0,353,Leisure,1970-01-01 06:53:00,27.64
2114,3,7436.0,353,Housework,1970-01-01 06:53:00,10.08
2115,11,3974.0,353,Travel and Other,1970-01-01 06:53:00,5.39
2116,4,2130.0,353,Child Care,1970-01-01 06:53:00,2.89
2117,5,412.0,353,Adult Care,1970-01-01 06:53:00,0.56
2118,6,39436.0,354,Work and Education,1970-01-01 06:54:00,53.47
2119,10,20406.0,354,Leisure,1970-01-01 06:54:00,27.67
2120,3,7429.0,354,Housework,1970-01-01 06:54:00,10.07
2121,11,3942.0,354,Travel and Other,1970-01-01 06:54:00,5.34
2122,4,2130.0,354,Child Care,1970-01-01 06:54:00,2.89
2123,5,415.0,354,Adult Care,1970-01-01 06:54:00,0.56
2124,6,39439.0,355,Work and Education,1970-01-01 06:55:00,53.47
2125,10,20406.0,355,Leisure,1970-01-01 06:55:00,27.67
2126,3,7433.0,355,Housework,1970-01-01 06:55:00,10.08
2127,11,3933.0,355,Travel and Other,1970-01-01 06:55:00,5.33
2128,4,2130.0,355,Child Care,1970-01-01 06:55:00,2.89
2129,5,417.0,355,Adult Care,1970-01-01 06:55:00,0.57
2130,6,39583.0,356,Work and Education,1970-01-01 06:56:00,53.67
2131,10,20395.0,356,Leisure,1970-01-01 06:56:00,27.65
2132,3,7425.0,356,Housework,1970-01-01 06:56:00,10.07
2133,11,3815.0,356,Travel and Other,1970-01-01 06:56:00,5.17
2134,4,2116.0,356,Child Care,1970-01-01 06:56:00,2.87
2135,5,424.0,356,Adult Care,1970-01-01 06:56:00,0.57
2136,6,39589.0,357,Work and Education,1970-01-01 06:57:00,53.67
2137,10,20381.0,357,Leisure,1970-01-01 06:57:00,27.63
2138,3,7429.0,357,Housework,1970-01-01 06:57:00,10.07
2139,11,3825.0,357,Travel and Other,1970-01-01 06:57:00,5.19
2140,4,2111.0,357,Child Care,1970-01-01 06:57:00,2.86
2141,5,423.0,357,Adult Care,1970-01-01 06:57:00,0.57
2142,6,39608.0,358,Work and Education,1970-01-01 06:58:00,53.7
2143,10,20400.0,358,Leisure,1970-01-01 06:58:00,27.66
2144,3,7427.0,358,Housework,1970-01-01 06:58:00,10.07
2145,11,3795.0,358,Travel and Other,1970-01-01 06:58:00,5.15
2146,4,2112.0,358,Child Care,1970-01-01 06:58:00,2.86
2147,5,416.0,358,Adult Care,1970-01-01 06:58:00,0.56
2148,6,39613.0,359,Work and Education,1970-01-01 06:59:00,53.71
2149,10,20402.0,359,Leisure,1970-01-01 06:59:00,27.66
2150,3,7431.0,359,Housework,1970-01-01 06:59:00,10.07
2151,11,3780.0,359,Travel and Other,1970-01-01 06:59:00,5.12
2152,4,2116.0,359,Child Care,1970-01-01 06:59:00,2.87
2153,5,416.0,359,Adult Care,1970-01-01 06:59:00,0.56
2154,6,39616.0,360,Work and Education,1970-01-01 07:00:00,53.71
2155,10,20418.0,360,Leisure,1970-01-01 07:00:00,27.68
2156,3,7434.0,360,Housework,1970-01-01 07:00:00,10.08
2157,11,3766.0,360,Travel and Other,1970-01-01 07:00:00,5.11
2158,4,2110.0,360,Child Care,1970-01-01 07:00:00,2.86
2159,5,414.0,360,Adult Care,1970-01-01 07:00:00,0.56
2160,6,37766.0,361,Work and Education,1970-01-01 07:01:00,51.2
2161,10,20774.0,361,Leisure,1970-01-01 07:01:00,28.17
2162,3,7755.0,361,Housework,1970-01-01 07:01:00,10.51
2163,11,4902.0,361,Travel and Other,1970-01-01 07:01:00,6.65
2164,4,2130.0,361,Child Care,1970-01-01 07:01:00,2.89
2165,5,431.0,361,Adult Care,1970-01-01 07:01:00,0.58
2166,6,37772.0,362,Work and Education,1970-01-01 07:02:00,51.21
2167,10,20785.0,362,Leisure,1970-01-01 07:02:00,28.18
2168,3,7760.0,362,Housework,1970-01-01 07:02:00,10.52
2169,11,4887.0,362,Travel and Other,1970-01-01 07:02:00,6.63
2170,4,2128.0,362,Child Care,1970-01-01 07:02:00,2.89
2171,5,426.0,362,Adult Care,1970-01-01 07:02:00,0.58
2172,6,37793.0,363,Work and Education,1970-01-01 07:03:00,51.24
2173,10,20836.0,363,Leisure,1970-01-01 07:03:00,28.25
2174,3,7750.0,363,Housework,1970-01-01 07:03:00,10.51
2175,11,4827.0,363,Travel and Other,1970-01-01 07:03:00,6.54
2176,4,2126.0,363,Child Care,1970-01-01 07:03:00,2.88
2177,5,426.0,363,Adult Care,1970-01-01 07:03:00,0.58
2178,6,37810.0,364,Work and Education,1970-01-01 07:04:00,51.26
2179,10,20848.0,364,Leisure,1970-01-01 07:04:00,28.27
2180,3,7752.0,364,Housework,1970-01-01 07:04:00,10.51
2181,11,4790.0,364,Travel and Other,1970-01-01 07:04:00,6.49
2182,4,2128.0,364,Child Care,1970-01-01 07:04:00,2.89
2183,5,430.0,364,Adult Care,1970-01-01 07:04:00,0.58
2184,6,37817.0,365,Work and Education,1970-01-01 07:05:00,51.27
2185,10,20865.0,365,Leisure,1970-01-01 07:05:00,28.29
2186,3,7744.0,365,Housework,1970-01-01 07:05:00,10.5
2187,11,4771.0,365,Travel and Other,1970-01-01 07:05:00,6.47
2188,4,2129.0,365,Child Care,1970-01-01 07:05:00,2.89
2189,5,432.0,365,Adult Care,1970-01-01 07:05:00,0.59
2190,6,38003.0,366,Work and Education,1970-01-01 07:06:00,51.52
2191,10,20906.0,366,Leisure,1970-01-01 07:06:00,28.34
2192,3,7718.0,366,Housework,1970-01-01 07:06:00,10.46
2193,11,4548.0,366,Travel and Other,1970-01-01 07:06:00,6.17
2194,4,2141.0,366,Child Care,1970-01-01 07:06:00,2.9
2195,5,442.0,366,Adult Care,1970-01-01 07:06:00,0.6
2196,6,38021.0,367,Work and Education,1970-01-01 07:07:00,51.55
2197,10,20905.0,367,Leisure,1970-01-01 07:07:00,28.34
2198,3,7717.0,367,Housework,1970-01-01 07:07:00,10.46
2199,11,4539.0,367,Travel and Other,1970-01-01 07:07:00,6.15
2200,4,2141.0,367,Child Care,1970-01-01 07:07:00,2.9
2201,5,435.0,367,Adult Care,1970-01-01 07:07:00,0.59
2202,6,38034.0,368,Work and Education,1970-01-01 07:08:00,51.57
2203,10,20913.0,368,Leisure,1970-01-01 07:08:00,28.35
2204,3,7726.0,368,Housework,1970-01-01 07:08:00,10.47
2205,11,4514.0,368,Travel and Other,1970-01-01 07:08:00,6.12
2206,4,2138.0,368,Child Care,1970-01-01 07:08:00,2.9
2207,5,433.0,368,Adult Care,1970-01-01 07:08:00,0.59
2208,6,38044.0,369,Work and Education,1970-01-01 07:09:00,51.58
2209,10,20919.0,369,Leisure,1970-01-01 07:09:00,28.36
2210,3,7728.0,369,Housework,1970-01-01 07:09:00,10.48
2211,11,4496.0,369,Travel and Other,1970-01-01 07:09:00,6.1
2212,4,2134.0,369,Child Care,1970-01-01 07:09:00,2.89
2213,5,437.0,369,Adult Care,1970-01-01 07:09:00,0.59
2214,6,38047.0,370,Work and Education,1970-01-01 07:10:00,51.58
2215,10,20910.0,370,Leisure,1970-01-01 07:10:00,28.35
2216,3,7721.0,370,Housework,1970-01-01 07:10:00,10.47
2217,11,4501.0,370,Travel and Other,1970-01-01 07:10:00,6.1
2218,4,2141.0,370,Child Care,1970-01-01 07:10:00,2.9
2219,5,438.0,370,Adult Care,1970-01-01 07:10:00,0.59
2220,6,38422.0,371,Work and Education,1970-01-01 07:11:00,52.09
2221,10,20787.0,371,Leisure,1970-01-01 07:11:00,28.18
2222,3,7744.0,371,Housework,1970-01-01 07:11:00,10.5
2223,11,4213.0,371,Travel and Other,1970-01-01 07:11:00,5.71
2224,4,2153.0,371,Child Care,1970-01-01 07:11:00,2.92
2225,5,439.0,371,Adult Care,1970-01-01 07:11:00,0.6
2226,6,38435.0,372,Work and Education,1970-01-01 07:12:00,52.11
2227,10,20782.0,372,Leisure,1970-01-01 07:12:00,28.18
2228,3,7752.0,372,Housework,1970-01-01 07:12:00,10.51
2229,11,4197.0,372,Travel and Other,1970-01-01 07:12:00,5.69
2230,4,2156.0,372,Child Care,1970-01-01 07:12:00,2.92
2231,5,436.0,372,Adult Care,1970-01-01 07:12:00,0.59
2232,6,38450.0,373,Work and Education,1970-01-01 07:13:00,52.13
2233,10,20775.0,373,Leisure,1970-01-01 07:13:00,28.17
2234,3,7743.0,373,Housework,1970-01-01 07:13:00,10.5
2235,11,4198.0,373,Travel and Other,1970-01-01 07:13:00,5.69
2236,4,2158.0,373,Child Care,1970-01-01 07:13:00,2.93
2237,5,434.0,373,Adult Care,1970-01-01 07:13:00,0.59
2238,6,38457.0,374,Work and Education,1970-01-01 07:14:00,52.14
2239,10,20780.0,374,Leisure,1970-01-01 07:14:00,28.17
2240,3,7734.0,374,Housework,1970-01-01 07:14:00,10.49
2241,11,4199.0,374,Travel and Other,1970-01-01 07:14:00,5.69
2242,4,2155.0,374,Child Care,1970-01-01 07:14:00,2.92
2243,5,433.0,374,Adult Care,1970-01-01 07:14:00,0.59
2244,6,38458.0,375,Work and Education,1970-01-01 07:15:00,52.14
2245,10,20788.0,375,Leisure,1970-01-01 07:15:00,28.18
2246,3,7733.0,375,Housework,1970-01-01 07:15:00,10.48
2247,11,4188.0,375,Travel and Other,1970-01-01 07:15:00,5.68
2248,4,2159.0,375,Child Care,1970-01-01 07:15:00,2.93
2249,5,432.0,375,Adult Care,1970-01-01 07:15:00,0.59
2250,6,39715.0,376,Work and Education,1970-01-01 07:16:00,53.85
2251,10,19709.0,376,Leisure,1970-01-01 07:16:00,26.72
2252,3,7652.0,376,Housework,1970-01-01 07:16:00,10.37
2253,11,4066.0,376,Travel and Other,1970-01-01 07:16:00,5.51
2254,4,2167.0,376,Child Care,1970-01-01 07:16:00,2.94
2255,5,449.0,376,Adult Care,1970-01-01 07:16:00,0.61
2256,6,39724.0,377,Work and Education,1970-01-01 07:17:00,53.86
2257,10,19700.0,377,Leisure,1970-01-01 07:17:00,26.71
2258,3,7651.0,377,Housework,1970-01-01 07:17:00,10.37
2259,11,4071.0,377,Travel and Other,1970-01-01 07:17:00,5.52
2260,4,2165.0,377,Child Care,1970-01-01 07:17:00,2.94
2261,5,447.0,377,Adult Care,1970-01-01 07:17:00,0.61
2262,6,39733.0,378,Work and Education,1970-01-01 07:18:00,53.87
2263,10,19700.0,378,Leisure,1970-01-01 07:18:00,26.71
2264,3,7657.0,378,Housework,1970-01-01 07:18:00,10.38
2265,11,4056.0,378,Travel and Other,1970-01-01 07:18:00,5.5
2266,4,2165.0,378,Child Care,1970-01-01 07:18:00,2.94
2267,5,447.0,378,Adult Care,1970-01-01 07:18:00,0.61
2268,6,39743.0,379,Work and Education,1970-01-01 07:19:00,53.88
2269,10,19715.0,379,Leisure,1970-01-01 07:19:00,26.73
2270,3,7653.0,379,Housework,1970-01-01 07:19:00,10.38
2271,11,4035.0,379,Travel and Other,1970-01-01 07:19:00,5.47
2272,4,2169.0,379,Child Care,1970-01-01 07:19:00,2.94
2273,5,443.0,379,Adult Care,1970-01-01 07:19:00,0.6
2274,6,39745.0,380,Work and Education,1970-01-01 07:20:00,53.89
2275,10,19722.0,380,Leisure,1970-01-01 07:20:00,26.74
2276,3,7657.0,380,Housework,1970-01-01 07:20:00,10.38
2277,11,4020.0,380,Travel and Other,1970-01-01 07:20:00,5.45
2278,4,2174.0,380,Child Care,1970-01-01 07:20:00,2.95
2279,5,440.0,380,Adult Care,1970-01-01 07:20:00,0.6
2280,6,39924.0,381,Work and Education,1970-01-01 07:21:00,54.13
2281,10,19670.0,381,Leisure,1970-01-01 07:21:00,26.67
2282,3,7635.0,381,Housework,1970-01-01 07:21:00,10.35
2283,11,3885.0,381,Travel and Other,1970-01-01 07:21:00,5.27
2284,4,2192.0,381,Child Care,1970-01-01 07:21:00,2.97
2285,5,452.0,381,Adult Care,1970-01-01 07:21:00,0.61
2286,6,39929.0,382,Work and Education,1970-01-01 07:22:00,54.14
2287,10,19676.0,382,Leisure,1970-01-01 07:22:00,26.68
2288,3,7638.0,382,Housework,1970-01-01 07:22:00,10.36
2289,11,3876.0,382,Travel and Other,1970-01-01 07:22:00,5.26
2290,4,2185.0,382,Child Care,1970-01-01 07:22:00,2.96
2291,5,454.0,382,Adult Care,1970-01-01 07:22:00,0.62
2292,6,39943.0,383,Work and Education,1970-01-01 07:23:00,54.15
2293,10,19668.0,383,Leisure,1970-01-01 07:23:00,26.67
2294,3,7628.0,383,Housework,1970-01-01 07:23:00,10.34
2295,11,3877.0,383,Travel and Other,1970-01-01 07:23:00,5.26
2296,4,2188.0,383,Child Care,1970-01-01 07:23:00,2.97
2297,5,454.0,383,Adult Care,1970-01-01 07:23:00,0.62
2298,6,39948.0,384,Work and Education,1970-01-01 07:24:00,54.16
2299,10,19673.0,384,Leisure,1970-01-01 07:24:00,26.67
2300,3,7630.0,384,Housework,1970-01-01 07:24:00,10.34
2301,11,3864.0,384,Travel and Other,1970-01-01 07:24:00,5.24
2302,4,2187.0,384,Child Care,1970-01-01 07:24:00,2.97
2303,5,456.0,384,Adult Care,1970-01-01 07:24:00,0.62
2304,6,39955.0,385,Work and Education,1970-01-01 07:25:00,54.17
2305,10,19684.0,385,Leisure,1970-01-01 07:25:00,26.69
2306,3,7634.0,385,Housework,1970-01-01 07:25:00,10.35
2307,11,3841.0,385,Travel and Other,1970-01-01 07:25:00,5.21
2308,4,2186.0,385,Child Care,1970-01-01 07:25:00,2.96
2309,5,458.0,385,Adult Care,1970-01-01 07:25:00,0.62
2310,6,40056.0,386,Work and Education,1970-01-01 07:26:00,54.31
2311,10,19698.0,386,Leisure,1970-01-01 07:26:00,26.71
2312,3,7610.0,386,Housework,1970-01-01 07:26:00,10.32
2313,11,3741.0,386,Travel and Other,1970-01-01 07:26:00,5.07
2314,4,2201.0,386,Child Care,1970-01-01 07:26:00,2.98
2315,5,452.0,386,Adult Care,1970-01-01 07:26:00,0.61
2316,6,40057.0,387,Work and Education,1970-01-01 07:27:00,54.31
2317,10,19704.0,387,Leisure,1970-01-01 07:27:00,26.71
2318,3,7613.0,387,Housework,1970-01-01 07:27:00,10.32
2319,11,3724.0,387,Travel and Other,1970-01-01 07:27:00,5.05
2320,4,2213.0,387,Child Care,1970-01-01 07:27:00,3.0
2321,5,447.0,387,Adult Care,1970-01-01 07:27:00,0.61
2322,6,40064.0,388,Work and Education,1970-01-01 07:28:00,54.32
2323,10,19697.0,388,Leisure,1970-01-01 07:28:00,26.7
2324,3,7611.0,388,Housework,1970-01-01 07:28:00,10.32
2325,11,3726.0,388,Travel and Other,1970-01-01 07:28:00,5.05
2326,4,2213.0,388,Child Care,1970-01-01 07:28:00,3.0
2327,5,447.0,388,Adult Care,1970-01-01 07:28:00,0.61
2328,6,40067.0,389,Work and Education,1970-01-01 07:29:00,54.32
2329,10,19704.0,389,Leisure,1970-01-01 07:29:00,26.71
2330,3,7611.0,389,Housework,1970-01-01 07:29:00,10.32
2331,11,3714.0,389,Travel and Other,1970-01-01 07:29:00,5.04
2332,4,2214.0,389,Child Care,1970-01-01 07:29:00,3.0
2333,5,448.0,389,Adult Care,1970-01-01 07:29:00,0.61
2334,6,40074.0,390,Work and Education,1970-01-01 07:30:00,54.33
2335,10,19698.0,390,Leisure,1970-01-01 07:30:00,26.71
2336,3,7605.0,390,Housework,1970-01-01 07:30:00,10.31
2337,11,3718.0,390,Travel and Other,1970-01-01 07:30:00,5.04
2338,4,2216.0,390,Child Care,1970-01-01 07:30:00,3.0
2339,5,447.0,390,Adult Care,1970-01-01 07:30:00,0.61
2340,6,39399.0,391,Work and Education,1970-01-01 07:31:00,53.42
2341,10,19702.0,391,Leisure,1970-01-01 07:31:00,26.71
2342,3,7614.0,391,Housework,1970-01-01 07:31:00,10.32
2343,11,4405.0,391,Travel and Other,1970-01-01 07:31:00,5.97
2344,4,2189.0,391,Child Care,1970-01-01 07:31:00,2.97
2345,5,449.0,391,Adult Care,1970-01-01 07:31:00,0.61
2346,6,39406.0,392,Work and Education,1970-01-01 07:32:00,53.43
2347,10,19716.0,392,Leisure,1970-01-01 07:32:00,26.73
2348,3,7614.0,392,Housework,1970-01-01 07:32:00,10.32
2349,11,4385.0,392,Travel and Other,1970-01-01 07:32:00,5.95
2350,4,2190.0,392,Child Care,1970-01-01 07:32:00,2.97
2351,5,447.0,392,Adult Care,1970-01-01 07:32:00,0.61
2352,6,39408.0,393,Work and Education,1970-01-01 07:33:00,53.43
2353,10,19730.0,393,Leisure,1970-01-01 07:33:00,26.75
2354,3,7617.0,393,Housework,1970-01-01 07:33:00,10.33
2355,11,4371.0,393,Travel and Other,1970-01-01 07:33:00,5.93
2356,4,2187.0,393,Child Care,1970-01-01 07:33:00,2.97
2357,5,445.0,393,Adult Care,1970-01-01 07:33:00,0.6
2358,6,39414.0,394,Work and Education,1970-01-01 07:34:00,53.44
2359,10,19735.0,394,Leisure,1970-01-01 07:34:00,26.76
2360,3,7622.0,394,Housework,1970-01-01 07:34:00,10.33
2361,11,4351.0,394,Travel and Other,1970-01-01 07:34:00,5.9
